SMILES,logPapp,n_measurements,label_mean,label_median,label_std,label_min,label_max,label_range
CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-5.0600001500000005,2,-5.0600001500000005,-5.0600001500000005,0.0707106074079765,-5.1100001,-5.0100002,0.09999989999999936
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-6.0727587,1,-6.0727587,-6.0727587,,-6.0727587,-6.0727587,0.0
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,-4.52,1,-4.52,-4.52,,-4.52,-4.52,0.0
CCCN(Cc1ccoc1)C(=O)c1cc(C)cc(OCC2(CON=C(N)N)CC2)c1,-5.3872161,1,-5.3872161,-5.3872161,,-5.3872161,-5.3872161,0.0
CCCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1C,-4.8195391,2,-4.8195391,-4.8195391,0.0006520938736100659,-4.8200002,-4.819078,0.0009221999999997621
CCCOC(=O)c1ccc(O)cc1,-4.3899999,1,-4.3899999,-4.3899999,,-4.3899999,-4.3899999,0.0
CCCOCOCC1CN(c2ccc(C(C)=O)cc2)C(=O)O1,-3.95,1,-3.95,-3.95,,-3.95,-3.95,0.0
CCCOc1ccc2c(c1)[C@@H](c1ccc(OC)cc1OCC(=O)O)[C@H](C(=O)O)C2,-5.23,1,-5.23,-5.23,,-5.23,-5.23,0.0
CCCOc1cccc(NC(=O)OCCN2CCCC2)c1,-4.5700002,1,-4.5700002,-4.5700002,,-4.5700002,-4.5700002,0.0
CCCOc1cccc(NC(=O)OCC[NH+]2CCCC2)c1.[Cl-],-4.5693183,2,-4.5693183,-4.5693183,0.0009643522281822319,-4.5700002,-4.5686364,0.001363800000000026
CCCS(=O)(=O)n1c(N)nc2ccc(/C(=C/C(=O)NC)c3cccc(F)c3)cc21,-4.1900001,2,-4.1900001,-4.1900001,0.0,-4.1900001,-4.1900001,0.0
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,-5.18854335,2,-5.18854335,-5.18854335,0.0020601556069870155,-5.1900001,-5.1870866,0.0029135000000000133
CCC[C@H](NC(=O)C1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,-5.3200002,1,-5.3200002,-5.3200002,,-5.3200002,-5.3200002,0.0
CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,-5.3899999,1,-5.3899999,-5.3899999,,-5.3899999,-5.3899999,0.0
CCCc1cc(=O)[nH]c(=S)[nH]1,-4.166585700000001,2,-4.166585700000001,-4.166585700000001,0.004828690787366438,-4.1700001,-4.1631713,0.006828800000000079
CCCc1nc(CC)c(C=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-5.43000005,2,-5.43000005,-5.43000005,0.07071060740797681,-5.48,-5.3800001,0.09999990000000025
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,-4.790964150000001,2,-4.790964150000001,-4.790964150000001,0.04247724784876021,-4.8210001,-4.7609282,0.06007189999999962
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,-4.33029415,2,-4.33029415,-4.33029415,0.01631316557400745,-4.3418293,-4.318759,0.023070299999999655
CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,-4.5100002,1,-4.5100002,-4.5100002,,-4.5100002,-4.5100002,0.0
CCN(CC)CC(=O)Nc1c(C)cccc1C,-4.2849998,3,-4.408332166666667,-4.2849998,0.2810854185179721,-4.73,-4.2099967,0.5200033000000008
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,-4.5500002,1,-4.5500002,-4.5500002,,-4.5500002,-4.5500002,0.0
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,-4.6508477,2,-4.6508477,-4.6508477,0.0011986874154676765,-4.6516953,-4.6500001,0.0016952000000003409
CCN(CC)c1ccc2cc(C(=O)NC3(C(=O)N[C@H](Cc4ccccc4)C(=O)NCC4CCN(CC5CCOCC5)CC4)CCCC3)sc2c1,-4.997839,1,-4.997839,-4.997839,,-4.997839,-4.997839,0.0
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1C,-4.771172549999999,2,-4.771172549999999,-4.771172549999999,0.0016582361125604863,-4.7723451,-4.77,0.002345100000000322
CCNC(=O)/C=C(/c1ccc2nc(N)n(S(=O)(=O)C(C)C)c2c1)c1cccc(F)c1F,-4.0700002,2,-4.0700002,-4.0700002,0.0,-4.0700002,-4.0700002,0.0
CCO/N=C(\N)c1ccc(-c2ccc(-c3ccc(/C(N)=N/OCC)cc3)o2)cc1,-5.2295737,1,-5.2295737,-5.2295737,,-5.2295737,-5.2295737,0.0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,-4.64049245,2,-4.64049245,-4.64049245,0.0006965708901464479,-4.640985,-4.6399999,0.000985099999999406
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(N(O)O)c1,-4.6200309,1,-4.6200309,-4.6200309,,-4.6200309,-4.6200309,0.0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,-4.8499999,1,-4.8499999,-4.8499999,,-4.8499999,-4.8499999,0.0
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,-4.6700001,1,-4.6700001,-4.6700001,,-4.6700001,-4.6700001,0.0
CCOC(=O)CCN1CC(=O)N(C)c2ccc(NCc3ccc(C(=N)N)cc3)cc2C1=O,-6.8519359,1,-6.8519359,-6.8519359,,-6.8519359,-6.8519359,0.0
CCOC(=O)CCN1CC(=O)N(C)c2ccc(OCc3ccc(C(=N)N)cc3)cc2C1=O,-6.3682656,1,-6.3682656,-6.3682656,,-6.3682656,-6.3682656,0.0
CCOC(=O)COc1ccc(C(=O)CN2CCN(C3CCN(C(=O)OC(C)OC(=O)C(C)(C)C)CC3)CC2=O)cc1,-4.1399999,1,-4.1399999,-4.1399999,,-4.1399999,-4.1399999,0.0
CCOC(=O)COc1ccc(C(=O)CN2CCN(C3CCN(C(=O)OC(C)OC(C)=O)CC3)CC2=O)cc1,-4.2800002,1,-4.2800002,-4.2800002,,-4.2800002,-4.2800002,0.0
CCOC(=O)COc1ccc(C(=O)CN2CCN(C3CCN(C(=O)OC(OC(=O)C(C)(C)C)C(C)(C)C)CC3)CC2=O)cc1,-4.0,1,-4.0,-4.0,,-4.0,-4.0,0.0
CCOC(=O)COc1ccc(C(=O)CN2CCN(C3CCN(C(=O)OC(OC(C)=O)C(C)(C)C)CC3)CC2=O)cc1,-4.02,1,-4.02,-4.02,,-4.02,-4.02,0.0
CCOC(=O)COc1ccc(C(=O)CN2CCN(C3CCN(C(=O)OCOC(=O)C(C)(C)C)CC3)CC2=O)cc1,-4.2600002,1,-4.2600002,-4.2600002,,-4.2600002,-4.2600002,0.0
CCOC(=O)N1CCC(CN(C2Cc3cc(C#N)ccc3N(Cc3cncn3C)C2)S(=O)(=O)c2ccccn2)CC1,-5.5875134,1,-5.5875134,-5.5875134,,-5.5875134,-5.5875134,0.0
CCOC(=O)NC(=N)c1ccc2[nH]c(Cc3nc4ccccc4[nH]3)nc2c1,-6.1500001,1,-6.1500001,-6.1500001,,-6.1500001,-6.1500001,0.0
CCOC(=O)NC(=N)c1ccc2nc(Cc3nc4ccccc4[nH]3)[nH]c2c1,-6.152451,1,-6.152451,-6.152451,,-6.152451,-6.152451,0.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,-5.6719999,1,-5.6719999,-5.6719999,,-5.6719999,-5.6719999,0.0
CCOC(=O)[C@H](Cc1ccc(OC(=O)N(C)C)cc1)NC(=O)[C@H]1N(S(=O)(=O)c2cnn(C)c2)CSC1(C)C,-5.3699999,1,-5.3699999,-5.3699999,,-5.3699999,-5.3699999,0.0
CCOC(=O)c1c(Cl)cc(Cl)cc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,-4.6020598,1,-4.6020598,-4.6020598,,-4.6020598,-4.6020598,0.0
CCOC(=O)c1c(Cl)cc(Cl)cc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,-4.6020598,1,-4.6020598,-4.6020598,,-4.6020598,-4.6020598,0.0
CCOC(=O)c1c(Cl)cccc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,-4.5528421,1,-4.5528421,-4.5528421,,-4.5528421,-4.5528421,0.0
CCOC(=O)c1ccc(O)cc1,-4.8102908,1,-4.8102908,-4.8102908,,-4.8102908,-4.8102908,0.0
CCOC(=O)c1ccc2c(C(C(=O)NS(=O)(=O)c3ccc(C)cc3OC)c3ccc4c(c3)OCO4)cn(C)c2c1,-4.6994848,1,-4.6994848,-4.6994848,,-4.6994848,-4.6994848,0.0
CCOCC(COCC)OC(=O)COc1ccc(C(=O)CN2CCN(C3CCN(C(=O)OC(C)OC(C)=O)CC3)CC2=O)cc1,-4.1500001,1,-4.1500001,-4.1500001,,-4.1500001,-4.1500001,0.0
CCOP(=O)(OCC)Oc1ccc(N(O)O)cc1,-4.6900001,1,-4.6900001,-4.6900001,,-4.6900001,-4.6900001,0.0
CCO[C@H](CCC(C)(C)O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@@]4(C)C3CC[C@]12C,-4.8600001,1,-4.8600001,-4.8600001,,-4.8600001,-4.8600001,0.0
CCOc1cccc(NC(=O)OCCN2CCCC2)c1,-4.5500002,1,-4.5500002,-4.5500002,,-4.5500002,-4.5500002,0.0
CCOc1cccc(NC(=O)OCC[NH+]2CCCC2)c1.[Cl-],-4.55142115,2,-4.55142115,-4.55142115,0.002009526761454016,-4.5528421,-4.5500002,0.002841899999999953
CCOc1ccccc1OCC1CNCCO1,-4.3899999,1,-4.3899999,-4.3899999,,-4.3899999,-4.3899999,0.0
CCS(=O)(=O)CCn1c(N(O)O)cnc1C,-4.52,1,-4.52,-4.52,,-4.52,-4.52,0.0
CC[C@@H]1C2CCCCN3CCC(C23)[C@H]2[C@@H]1OC(=O)[C@H]2C,-4.9198675,1,-4.9198675,-4.9198675,,-4.9198675,-4.9198675,0.0
CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@@]1(C)O,-5.7397189,1,-5.7397189,-5.7397189,,-5.7397189,-5.7397189,0.0
CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@@H](N(C)C)[C@H]2O)[C@@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@@]1(C)O,-5.7800002,1,-5.7800002,-5.7800002,,-5.7800002,-5.7800002,0.0
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N(O)O)cccc3nc2-1,-5.1985431,1,-5.1985431,-5.1985431,,-5.1985431,-5.1985431,0.0
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,-4.1100001,1,-4.1100001,-4.1100001,,-4.1100001,-4.1100001,0.0
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,-5.8400002,1,-5.8400002,-5.8400002,,-5.8400002,-5.8400002,0.0
CC[C@H](C)[C@H](N)C(=O)O[C@@H]1C[C@@H](n2cc(F)c(=O)[nH]c2=O)O[C@H]1CO,-5.5599999,1,-5.5599999,-5.5599999,,-5.5599999,-5.5599999,0.0
CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,-5.6900001,1,-5.6900001,-5.6900001,,-5.6900001,-5.6900001,0.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,-5.6451256,2,-5.6451256,-5.6451256,0.304233823976362,-5.8602514,-5.4299998,0.43025160000000007
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,-5.4699998,1,-5.4699998,-5.4699998,,-5.4699998,-5.4699998,0.0
CC[C@H]1[C@@H]2C[C@@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2[C@@H]5O)N3[C@@H]1O,-4.9387093,1,-4.9387093,-4.9387093,,-4.9387093,-4.9387093,0.0
CC[C@]1(O)C(=O)OCc2c1cc1n(c2=O)-c2cc3ccccc3nc2C1,-4.3318486,1,-4.3318486,-4.3318486,,-4.3318486,-4.3318486,0.0
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,-5.48,1,-5.48,-5.48,,-5.48,-5.48,0.0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@@H]3[C@]45CCN4CC=C[C@@](CC)(C[C@@]36OC(=O)N(CCCl)C6=O)[C@H]45)C2)C1,-4.8616409,1,-4.8616409,-4.8616409,,-4.8616409,-4.8616409,0.0
CCc1cc(C(N)=S)ccn1,-4.4000001,1,-4.4000001,-4.4000001,,-4.4000001,-4.4000001,0.0
CCc1ccc(NC(=O)c2ccnn2CCc2ccncc2)cc1,-5.0116143,1,-5.0116143,-5.0116143,,-5.0116143,-5.0116143,0.0
CCc1ccncc1,-3.9723473,1,-3.9723473,-3.9723473,,-3.9723473,-3.9723473,0.0
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,-4.23,1,-4.23,-4.23,,-4.23,-4.23,0.0
CCc1oc(O)c(Cc2c(O)c(CC=C(C)C)c(O)c(C(C)=O)c2O)c(=O)c1C,-4.71,1,-4.71,-4.71,,-4.71,-4.71,0.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,-4.5999999,3,-4.6006865333333335,-4.5999999,0.0011892838195037762,-4.6020598,-4.5999999,0.0020598999999998924
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,-4.8000002,1,-4.8000002,-4.8000002,,-4.8000002,-4.8000002,0.0
CN(C(=O)[C@H](Cc1ccc(C(=N)N)cc1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1,-6.6989698,1,-6.6989698,-6.6989698,,-6.6989698,-6.6989698,0.0
CN(C(=O)[C@H](Cc1ccc(CN)cc1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1,-4.9586072,1,-4.9586072,-4.9586072,,-4.9586072,-4.9586072,0.0
CN(C)C(=N)N=C(N)N,-5.85770465,2,-5.85770465,-5.85770465,0.48407844346453294,-6.1999998,-5.5154095,0.6845903
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,-4.9699998,1,-4.9699998,-4.9699998,,-4.9699998,-4.9699998,0.0
CN(C)C(=O)NS(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3cccc(F)c3)cc21,-4.1700001,2,-4.1700001,-4.1700001,0.0,-4.1700001,-4.1700001,0.0
CN(C)C(=O)NS(=O)(=O)n1c(N)nc2ccc(C(C(N)=O)c3cccc(F)c3)cc21,-4.1700001,1,-4.1700001,-4.1700001,,-4.1700001,-4.1700001,0.0
CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,-4.46,1,-4.46,-4.46,,-4.46,-4.46,0.0
CN(C)C(=O)Oc1ccc(C[C@H](NC(=O)[C@H]2N(S(=O)(=O)c3cnn(C)c3)CSC2(C)C)C(=O)OCC(C)(C)C)cc1,-5.3400002,1,-5.3400002,-5.3400002,,-5.3400002,-5.3400002,0.0
CN(C)C(=O)Oc1ccc(C[C@H](NC(=O)[C@H]2N(S(=O)(=O)c3cnn(C)c3)CSC2(C)C)C(=O)OCOC(=O)C(C)(C)C)cc1,-5.5999999,1,-5.5999999,-5.5999999,,-5.5999999,-5.5999999,0.0
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,-5.0100002,1,-5.0100002,-5.0100002,,-5.0100002,-5.0100002,0.0
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,-4.7399998,1,-4.7399998,-4.7399998,,-4.7399998,-4.7399998,0.0
CN(C)CC1CCCCC1(O)c1cccc(O)c1,-4.7799463,1,-4.7799463,-4.7799463,,-4.7799463,-4.7799463,0.0
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,-4.702363699999999,2,-4.702363699999999,-4.702363699999999,0.059911601935018204,-4.7447276,-4.6599998,0.08472780000000046
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,-4.2800002,1,-4.2800002,-4.2800002,,-4.2800002,-4.2800002,0.0
CN(C)CCC=C1c2ccccc2CCc2ccccc21,-4.0803325,2,-4.0803325,-4.0803325,0.254088498060381,-4.2600002,-3.9006648,0.3593354000000004
CN(C)CCCN1c2ccccc2CCc2ccccc21,-4.8509998,1,-4.8509998,-4.8509998,,-4.8509998,-4.8509998,0.0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,-4.906492,2,-4.906492,-4.906492,0.22131310880289048,-5.062984,-4.75,0.31298400000000015
CN(C)CCCN1c2ccccc2Sc2ccccc21,-4.3800001,1,-4.3800001,-4.3800001,,-4.3800001,-4.3800001,0.0
CN(C)CCOC(c1ccccc1)c1ccccc1,-4.27,1,-4.27,-4.27,,-4.27,-4.27,0.0
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,-6.3200002,1,-6.3200002,-6.3200002,,-6.3200002,-6.3200002,0.0
CN(C)c1ccc(C(=O)NCCCCCNC(=O)CS)cc1,-5.1324477,1,-5.1324477,-5.1324477,,-5.1324477,-5.1324477,0.0
CN(CC(=O)O)C(=O)CN,-4.9000001,1,-4.9000001,-4.9000001,,-4.9000001,-4.9000001,0.0
CN(CCCN1CCC(CN2c3ccccc3Sc3ccc(C(=O)O)cc32)CC1)c1cc(=O)n(C)c(=O)n1C,-5.7209244,1,-5.7209244,-5.7209244,,-5.7209244,-5.7209244,0.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,-6.25,2,-6.25,-6.25,0.21213217577732013,-6.4000001,-6.0999999,0.3000001999999995
CN(OCCNC(=O)Cc1c(C#N)ccc(NCC(F)(F)c2ccccn2)c1F)C(=N)N,-6.3723636,1,-6.3723636,-6.3723636,,-6.3723636,-6.3723636,0.0
CN/C(=N\CCSCc1nc[nH]c1C)NC#N,-6.0420098,1,-6.0420098,-6.0420098,,-6.0420098,-6.0420098,0.0
CN1/C(=C(\O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,-4.88432575,2,-4.88432575,-4.88432575,0.2908675966236271,-5.0900002,-4.6786513,0.41134890000000013
CN1C(=O)CC(N2CCCN(CC/C=C3/c4ccccc4CCc4ccc(C(=O)O)cc43)CC2)N(C)C1=O,-5.1599998,1,-5.1599998,-5.1599998,,-5.1599998,-5.1599998,0.0
CN1C(=O)CC(N2CCCN(CC/C=C3/c4ccccc4CCc4ccc(CC(=O)O)cc43)CC2)N(C)C1=O,-5.3200002,1,-5.3200002,-5.3200002,,-5.3200002,-5.3200002,0.0
CN1C(=O)CC(N2CCCN(CC/C=C3/c4ccccc4COc4ccc(C(=O)O)cc43)CC2)N(C)C1=O,-5.4200001,1,-5.4200001,-5.4200001,,-5.4200001,-5.4200001,0.0
CN1C(=O)CC(N2CCCN(CC/C=C3/c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)N(C)C1=O,-5.4000001,1,-5.4000001,-5.4000001,,-5.4000001,-5.4000001,0.0
CN1C(=O)CC(N2CCCN(CCCN3c4ccccc4CCc4ccc(C(=O)O)cc43)CC2)N(C)C1=O,-5.3600001,1,-5.3600001,-5.3600001,,-5.3600001,-5.3600001,0.0
CN1C(=O)CC(N2CCCN(CCCN3c4ccccc4CCc4ccc(C(C)(C)C(=O)O)cc43)CC2)N(C)C1=O,-5.2450004,1,-5.2450004,-5.2450004,,-5.2450004,-5.2450004,0.0
CN1C(=O)CC(N2CCCN(CCCN3c4ccccc4CCc4ccc(CC(=O)O)cc43)CC2)N(C)C1=O,-5.5900002,1,-5.5900002,-5.5900002,,-5.5900002,-5.5900002,0.0
CN1C(=O)CC(N2CCCN(CCCN3c4ccccc4COc4ccc(C(=O)O)cc43)CC2)N(C)C1=O,-5.5,1,-5.5,-5.5,,-5.5,-5.5,0.0
CN1C(=O)CC(N2CCCN(CCCN3c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)N(C)C1=O,-5.8000002,1,-5.8000002,-5.8000002,,-5.8000002,-5.8000002,0.0
CN1C(=O)CC(N2CCN(CC/C=C3/c4ccccc4CCc4ccc(CC(=O)O)cc43)CC2)N(C)C1=O,-4.8299999,1,-4.8299999,-4.8299999,,-4.8299999,-4.8299999,0.0
CN1C(=O)CC(N2CCN(CC/C=C3/c4ccccc4COc4ccc(C(=O)O)cc43)CC2)N(C)C1=O,-5.0700002,1,-5.0700002,-5.0700002,,-5.0700002,-5.0700002,0.0
CN1C(=O)CC(N2CCN(CC/C=C3/c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)N(C)C1=O,-5.1399999,1,-5.1399999,-5.1399999,,-5.1399999,-5.1399999,0.0
CN1C(=O)CC(N2CCN(CCCN3c4ccccc4COc4ccc(C(=O)O)cc43)CC2)N(C)C1=O,-5.1199999,1,-5.1199999,-5.1199999,,-5.1199999,-5.1199999,0.0
CN1C(=O)CC(N2CCN(CCCN3c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)N(C)C1=O,-5.52,1,-5.52,-5.52,,-5.52,-5.52,0.0
CN1C(=O)CC(N2CCN(CCCN3c4ccccc4Sc4ccc(CC(=O)O)cc43)CC2)N(C)C1=O,-4.9099998,1,-4.9099998,-4.9099998,,-4.9099998,-4.9099998,0.0
CN1C(=O)CN(CCC(=O)O)C(=O)c2cc(NCc3ccc(C(=N)N)cc3)ccc21,-6.4579659,1,-6.4579659,-6.4579659,,-6.4579659,-6.4579659,0.0
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,-4.28191925,4,-4.234572825,-4.28191925,0.23834800128180048,-4.4499998,-3.924453,0.5255467999999994
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,-4.4490995,1,-4.4490995,-4.4490995,,-4.4490995,-4.4490995,0.0
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,-4.7240591,1,-4.7240591,-4.7240591,,-4.7240591,-4.7240591,0.0
CN1C2CC[C@@H]1CC(OC(c1ccc(Cl)cc1)c1cccc(Cl)c1)C2,-5.5975828,1,-5.5975828,-5.5975828,,-5.5975828,-5.5975828,0.0
CN1C2CC[C@@H]1CC(OC(c1ccccc1)c1ccc(Cl)cc1)C2,-4.9114642,1,-4.9114642,-4.9114642,,-4.9114642,-4.9114642,0.0
CN1C2CC[C@@H]1CC(OC(c1ccccc1)c1cccc(Cl)c1)C2,-4.662271,1,-4.662271,-4.662271,,-4.662271,-4.662271,0.0
CN1CC(=O)NC1=N,-5.9354091,1,-5.9354091,-5.9354091,,-5.9354091,-5.9354091,0.0
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,-4.45233845,2,-4.45233845,-4.45233845,0.7037994306389033,-4.9499998,-3.9546771,0.9953226999999996
CN1CCC(c2c[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc23)CC1,-5.3211966,1,-5.3211966,-5.3211966,,-5.3211966,-5.3211966,0.0
CN1CCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](Oc3nc(-c4ccccc4)nc4ccccc34)C[C@H]2C1=O,-4.6799998,1,-4.6799998,-4.6799998,,-4.6799998,-4.6799998,0.0
CN1CCCC1c1cccnc1,-4.6084766,3,-4.569492166666667,-4.6084766,0.16352325685278915,-4.71,-4.3899999,0.3200000999999997
CN1CCN(C(=O)CCNC(=O)[C@@H](Cc2ccccc2)NC(=O)C2(NC(=O)c3cc4ccccc4s3)CCCC2)CC1,-5.6994848,1,-5.6994848,-5.6994848,,-5.6994848,-5.6994848,0.0
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,-4.5100002,1,-4.5100002,-4.5100002,,-4.5100002,-4.5100002,0.0
CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,-4.5100002,1,-4.5100002,-4.5100002,,-4.5100002,-4.5100002,0.0
CN1CCN(Cc2ccc(C(c3nnnn3Cc3ccccc3)N3CCCN(C4CCC4)CC3)cc2)CC1,-6.0999999,1,-6.0999999,-6.0999999,,-6.0999999,-6.0999999,0.0
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,-4.8099742,1,-4.8099742,-4.8099742,,-4.8099742,-4.8099742,0.0
CN1CC[C@]23C(=O)C[C@@H]4C(=CCO[C@H]5CC(=O)N(c6ccccc62)[C@@H]3[C@@H]54)C1,-4.5816798,1,-4.5816798,-4.5816798,,-4.5816798,-4.5816798,0.0
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,-5.27499985,2,-5.27499985,-5.27499985,0.24748730270461336,-5.4499998,-5.0999999,0.34999989999999936
CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,-4.73,1,-4.73,-4.73,,-4.73,-4.73,0.0
CN1[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,-4.928,1,-4.928,-4.928,,-4.928,-4.928,0.0
CN1[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,-4.7016673,1,-4.7016673,-4.7016673,,-4.7016673,-4.7016673,0.0
