SMILES,logPapp
Clc1c2O[C@]3([C@@H](CC(=O)C=C3OC)C)C(=O)c2c(OC)cc1OC,-4.305563
Clc1cccc(Cl)c1C=NN=C(N)N,-4.3299999
O1c2c(OCC1C\N=C(\N)/N)cccc2,-4.8200002
Clc1ccc(cc1)C1(O)CCN(CC1)CCCC(=O)c1ccc(F)cc1,-4.71
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)CO)[C@]4(C[C@@H]3O)C)CCC2=C1)C,-4.54
OC(=O)C(C)c1ccc(cc1)CC(C)C,-4.3433752
O=C(NO)C(C)c1ccc(cc1)CC(C)C,-4.6300001
O=C(Nc1cc(Nc2nc(ccn2)-c2cccnc2)c(cc1)C)c1ccc(cc1)CN1CCN(CC1)C,-5.3899999
O[C@@H]1Cc2c(cccc2)[C@@H]1NC(=O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(C[C@H]1C(=O)NC(C)(C)C)Cc1cccnc1,-5.6900001
S1(=O)(=O)N(C)C(=C(O)Nc2noc(c2)C)C(=O)c2c1cccc2,-4.6100001
o1nc2c(n1)cccc2C1C(C(OC(C)C)=O)=C(NC(C)=C1C(OC)=O)C,-4.0500002
Fc1ccc(cc1)C(=O)C1CCN(CC1)CCN1C(=O)c2c(NC1=O)cccc2,-4.4400001
OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1,-5.3699999
Oc1ccc(cc1C(=O)N)C(O)CNC(CCc1ccccc1)C,-4.895062
S1C[C@H](O[C@H]1CO)N1C=CC(=NC1=O)N,-5.4200001
O=C(Nc1c(cccc1C)C)CN(CC)CC,-4.73
OC(=O)[C@@H]1N(CCC1)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(O)=O)CCCCN,-6.6599998
Fc1c2N(C=C(C(O)=O)C(=O)c2cc(F)c1N1CC(NCC1)C)CC,-4.8000002
Clc1ccc(cc1)C1(O)CCN(CC1)CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1,-4.9699998
O=C1NC(=Nc2n(cnc12)C1[C@H](C[C@@H]1CO)CO)N,-6.0599999
Clc1nc(n(Cc2ccc(cc2)-c2ccccc2-c2[nH]nnn2)c1CO)CCCC,-6.0727587
O1C(CC(O)CC1=O)CCC1C2C(=CC(CC2OC(=O)C(CC)C)C)C=CC1C,-4.8400002
O=C1CCCC1Cc1ccc(cc1)C(C(O)=O)C,-4.3499999
O(C(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c1ccccc1)C,-4.5100002
OC(=O)c1ccccc1Nc1cccc(C)c1C,-4.75
s1c(cnc1N/C(/O)=C/1\N(S(=O)(=O)c2c(cccc2)C\1=O)C)C,-4.7058601
N(C(N=C(N)N)=N)(C)C,-5.5154095
OC(=O)CC[C@H](NC(=O)c1ccc(N(Cc2nc3c(nc(nc3N)N)nc2)C)cc1)C(O)=O,-6.4000001
O=C1C=C2[C@@]([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)CO)[C@]4(C[C@@H]3O)C)C[C@@H]2C)(C=C1)C,-5.1161518
Clc1cc(C(=O)NCCN(CC)CC)c(OC)cc1N,-4.6500001
Clc1cc2N[C@H](N(c3ccccc3C)C(=O)c2cc1S(=O)(=O)N)C,-5.3049202
ON1C(N)=CC(=NC1=N)N1CCCCC1,-5
O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(O)cc3)C=C[C@@H]2O,-5.0999999
S(C[C@H](NC(=O)c1cccc(O)c1C)[C@H](O)CN1C[C@@H]2[C@H](C[C@H]1C(=O)NC(C)(C)C)CCCC2)c1ccccc1,-6.1500001
O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1N1C=C(C#CC)C(=O)NC1=O,-5.1687455
O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1cc(N(O)O)ccc1)CCN(Cc1ccccc1)C,-4.9305754
n1cc(ccc1)C1N(CCC1)C,-4.3899999
O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1ccccc1N(O)O)C,-4.3319983
O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1ccccc1N(O)O)CC(C)C,-4.6999998
O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1cc(N(O)O)ccc1)CC,-4.6200309
Fc1cc2c3N(C=C(C(O)=O)C2=O)C(COc3c1N1CCN(CC1)C)C,-4.7915874
O1Cc2c(cccc2)/C(/c2cc(ccc12)CC(O)=O)=C/CCN(C)C,-5.0100002
S(=O)(Cc1ncc(C)c(OC)c1C)c1[nH]c2cc(OC)ccc2n1,-4.2600002
O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@@H]([C@@]4(CO)[C@@](O)(C[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)C[C@H]4O)CC3)[C@H](O)C[C@]12C,-6.9593034
Clc1cc2c(NC(=O)C(O)N=C2c2ccccc2)cc1,-3.9282689
o1c(c(nc1CCC(O)=O)-c1ccccc1)-c1ccccc1,-4.48
O(C)c1cc(ccc1OC)Cc1nccc2c1cc(OC)c(OC)c2,-4.4499998
O=C1N(CCCCC(=O)C)C(=O)N(c2ncn(c12)C)C,-4.1799998
Fc1cc2c(N(C=C(C(O)=O)C2=O)CC)cc1N1CCN(CC1)C,-4.5999999
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-4.6300001
O(CC(O)CNC(C)C)c1c2c([nH]cc2)ccc1,-4.4148674
S1(=O)(=O)N(C)C(C(=O)Nc2ncccc2)=C(O)c2c1cccc2,-4.4490995
O(CC(O)CNC(C)C)c1ccc(NC(=O)C)cc1,-5.6199999
O(C(=O)C(CC)C)[C@H]1[C@@H]2C(=C[C@H](O)C1)C=C[C@@H](C)[C@H]2CC[C@@H](O)C[C@@H](O)CC(O)=O,-5.8699999
Clc1ccoc1C(=O)N1CCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1,-4.8899999
O1c2c(cc(cc2)C(C(O)=O)C)Cc2cccnc12,-4.3899999
OC1[C@H]2[C@H]([C@@H]3CC[C@](O)(C(=O)CO)[C@]3(C1)C)CCC1=CC(=O)C=C[C@@]12C,-5.3699999
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](C(=O)C)[C@]4(CC3)C)CCC2=C1)C,-4.2800002
S1c2c(N(c3c1cccc3)CCCN(C)C)cccc2,-4.3800001
S1c2c(N(c3c1cccc3)CC(N(C)C)C)cccc2,-3.7777722
S=C1NC(=CC(=O)N1)CCC,-4.1700001
Clc1ccc(cc1)-c1c(nc(nc1N)N)CC,-4.23
O(C)c1cc2c(nccc2C(O)[C@@H]2[N@@]3C[C@@H]([C@H](C2)CC3)C=C)cc1,-4.6799998
s1c2c(ccc(O)c2)c(C(=O)c2ccc(OCCN3CCCCC3)cc2)c1-c1ccc(O)cc1,-5.7227535
S(=O)(=O)(C(C)(C)C)C[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1[nH]cnc1)C(=O)N[C@@H]([C@@H](O)[C@H](O)C1CC1)CC1CCCCC1,-6.1300907
O(C)c1c(OC)cc(cc1OC)C(O[C@@H]1C[C@H]2[C@H](C[C@H]3N(CCc4c5c([nH]c34)cc(OC)cc5)C2)[C@H](C(OC)=O)[C@H]1OC)=O,-5.3699999
O1c2c3c4c(c(O)c2C)C(=O)C(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)=C1NC2(N=C14)CCN(CC2)CC(C)C,-5.02
O1c2c3c4c(c(O)c2C)C(O)=C(NC(=O)C(=CC=C[C@@H](C)[C@H](O)[C@H](C)[C@H](O)[C@@H](C)[C@@H](OC(=O)C)[C@H](C)[C@H](OC)C=CO[C@]1(C)C3=O)C)\C(=C\NN1CCN(CC1)C)\C4=O,-5.399786
S(=O)(=O)(N)c1ccc(cc1)C=1COC(=O)C=1c1ccccc1,-4.6199999
OC(C(NC(=O)C(NC(=O)c1nc2c(cc1)cccc2)CC(=O)N)Cc1ccccc1)CN1CC2C(CC1C(=O)NC(C)(C)C)CCCC2,-6.2800002
O1[C@@H](C[C@H](O)CC1=O)CC[C@H]1[C@H]2C(=C[C@H](C[C@H]2OC(=O)C(CC)(C)C)C)C=C[C@H]1C,-5.1700001
Br\C=C\C1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)C(=O)NC1=O,-5.3899999
S(=O)(=O)(Nc1ccc(cc1)C(O)CNC(C)C)C,-5.54
Fc1c(N2C[C@H](N[C@H](C2)C)C)c(F)c2N(C=C(C(O)=O)C(=O)c2c1N)C1CC1,-4.7784066
O(C)c1cc2c(nccc2[C@@H](O)[C@H]2N3C[C@H]([C@@H](C2)CC3)C=C)cc1,-4.5008955
O1[C@@H](C=C[C@@H]1N1C=C(C)C(=O)NC1=O)CO,-5.3483939
s1c(nnc1NS(=O)(=O)c1ccc(N)cc1)C,-5.8393164
S(=O)(=O)(Nc1onc(C)c1C)c1ccc(N)cc1,-4.77
S(=O)(=O)(NC)Cc1cc2c([nH]cc2CCN(C)C)cc1,-5.6828976
O1[C@H](/C(=C/[C@H]2C[C@@H](OC)[C@H](O)CC2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC=C,-5.1500001
O(CCN(C)C)c1ccc(cc1)\C(=C(/CC)\c1ccccc1)\c1ccccc1,-4.3221111
OC(=O)c1ccccc1-c1ccc(cc1)Cn1c2c(nc1CCC)c(cc(c2)-c1nc2c(n1C)cccc2)C,-4.7609282
Clc1cc2c(n(C(=O)N)c(O)c2C(=O)c2sccc2)cc1,-4.3103647
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](O)[C@]4(CC3)C)CCC2=C1)C,-4.3000002
O=C1NC(=O)CCC1N1C(=O)c2c(cccc2)C1=O,-4.6999998
S(C)c1cc2c(N=CN(\C=C\C(O)=O)C2=O)cc1,-4.8999872
s1c(ccc1C(C(O)=O)C)C(=O)c1ccccc1,-4.4099998
S(=O)(=O)(CCn1c(ncc1N(O)O)C)CC,-4.52
OC(=O)Cc1n(C)c(cc1)C(=O)c1ccc(cc1)C,-5.0900002
Clc1cc(N2CCN(CC2)CCCN2N=C3N(C=CC=C3)C2=O)ccc1,-4.6199999
Clc1ccccc1C1=NCc2n(-c3c1cc(Cl)cc3)c(nn2)C,-4.5500002
O(C)c1c(OC)cc(cc1OC)Cc1cnc(nc1N)N,-4.2452402
Fc1cc(F)ccc1N1C=C(C(O)=O)C(=O)c2cc(F)c(nc12)N1C[C@@H]2[C@H](C1)C2N,-4.52
O=C1N=C(Nc2n(cnc12)COCCOC(=O)[C@@H](N)C(C)C)N,-5.7199998
OC(=O)C(CCC)CCC,-4.3200002
OC(=O)[C@@H](N(Cc1ccc(cc1)-c1ccccc1-c1[nH]nnn1)C(=O)CCCC)C(C)C,-6.2600002
O1c2c(cccc2)C(O)=C(C(CC(=O)C)c2ccccc2)C1=O,-4.4245906
OC1CCC2C(CC3N(C2)CCc2c3[nH]c3c2cccc3)C1C(OC)=O,-4.8099999
S1c2c(cccc2)C(=O)Cc2cc(ccc12)C(C(O)=O)C,-4.4000001
Clc1cc2NC(=O)Cc2cc1CCN1CCN(CC1)c1nsc2c1cccc2,-4.9100471
O=C(N(C)C)Cc1n2C=C(C=Cc2nc1-c1ccc(cc1)C)C,-4.5
Clc1ccc(cc1)C(=O)c1n(C)c(cc1C)CC(O)=O,-4.6100001
Oc1ccccc1C(O)=O,-4.7388554
O1c2c(cccc2)C(=O)C=C1c1ccccc1,-3.9201083
OC(=O)[C@H]1N(CCC1)C(=O)CN,-5.2123351
N1(CCCCC1)C1(CCCCC1)c1ccccc1,-4.48
Oc1cc(ccc1O)CCN,-4.8699999
OC1(CC1)CN1C2Cc3c(cc(O)cc3)C(CC1)(CC)C2(C)C,-4.7316446
O=C1N(Cc2cc3c([nH]nc3N)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H](N1CCCC)Cc1ccccc1,-5.6788902
O=C(N[C@@H](C(=O)N[C@H](Cc1ccccc1)C(=O)NC)C)C,-5.7484403
O=C(N[C@H](C(C)C)C(=O)N[C@H](Cc1ccccc1)C(=O)NC)C,-5.3900242
O=C(N[C@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)NC)C,-5.0499268
O=C(N[C@H](CC1CCCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NC)C,-5.1413336
O=C(N[C@@H](C(=O)NCCc1ccccc1)C)C,-4.6095328
O=C(N[C@H](CC(C)C)C(=O)NCCc1ccccc1)C,-4.5132465
O=C(N[C@H](Cc1ccccc1)C(=O)NCCc1ccccc1)C,-4.4210458
O=C(N[C@H](CC1CCCCC1)C(=O)NCCc1ccccc1)C,-4.3517656
S(=O)(=O)(NC(Cc1cc(ccc1)C(N)=N)CC(=O)N1CCC(CC1)C)c1cc2c(cc1)cccc2,-6.8762317
S(=O)(=O)(NC(Cc1cc(ccc1)C(N)=N)CC(=O)N1CCCCC1C(O)=O)c1cc2c(cc1)cccc2,-7.3814998
S(=O)(=O)(NC(Cc1cc(ccc1)C(N)=N)CC(=O)N1CCCCC1C(OC)=O)c1cc2c(cc1)cccc2,-7.1178856
S(=O)(=O)(NC(Cc1cc(ccc1)C(N)=N)CC(=O)N1CC(CCC1)C(O)=O)c1cc2c(cc1)cccc2,-7.3820248
S(=O)(=O)(NC(Cc1cc(ccc1)C(N)=N)CC(=O)N1CCC(CC1)C(O)=O)c1cc2c(cc1)cccc2,-7.3390937
S(=O)(=O)(NC(Cc1cc(ccc1)C(N)=N)CC(=O)N1CCC(CC1)C(OC)=O)c1cc2c(cc1)cccc2,-7.0912943
S(=O)(=O)(NC(Cc1cc(ccc1)C(NO)=N)CC(=O)N1CCC(CC1)C(O)=O)c1cc2c(cc1)cccc2,-7.3677616
S(=O)(=O)(NC(Cc1cc(ccc1)C(NC)=N)CC(=O)N1CCC(CC1)C(O)=O)c1cc2c(cc1)cccc2,-7.1487603
S(=O)(=O)(NC(Cc1cc(N)ccc1)CC(=O)N1CCC(CC1)C)c1cc2c(cc1)cccc2,-4.997839
S(=O)(=O)(NC(Cc1cc(ccc1)C(NC)=N)CC(=O)N1CCC(CC1)C)c1cc2c(cc1)cccc2,-6.8503904
O(CC(OC(=O)C1CC1)CNC(C)C)c1ccccc1CC=C,-4.1507826
O(CC(OC(=O)C1CC1)CNC(C)C)c1ccc(cc1)CCOCC1CC1,-4.1300812
O1[C@@H]2[C@]34CCN([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CCC2=O)CC=C,-4.5717716
O(CC(OC(=O)C1CC1)CNC(C)C)c1ccccc1OCC=C,-4.1920457
s1nc(N2CCOCC2)c(OC[C@@H](OC(=O)C2CC2)CNC(C)(C)C)n1,-4.2808533
Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CC(N(CC1)C)C,-4.6607714
Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CC(N(CC1)CC)C,-4.7723451
Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CC(N(CC1)CCC)C,-4.819078
Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CC(N(CC1)CCCC)C,-4.8584924
O1[C@@H]2O[C@@]3(OO[C@]24[C@@H](CC[C@H]([C@@H]4CC3)C)[C@@H](C)C1=O)C,-4.5190401
S(=O)(=O)(Nc1ncccc1)c1ccc(N\N=C\2/C=C(C(O)=O)C(=O)C=C/2)cc1,-6.5171175
O(CC)c1cc(NC(OCCN2CCCC2)=O)ccc1,-4.5500002
O(CCC)c1cc(NC(OCCN2CCCC2)=O)ccc1,-4.5700002
O(CCCC)c1cc(NC(OCCN2CCCC2)=O)ccc1,-4.5900002
O(CCCCC)c1cc(NC(OCCN2CCCC2)=O)ccc1,-4.77
o1c(ccc1-c1ccc(cc1)C(N)=N)-c1ccc(cc1)C(N)=N,-6.4201083
O1c2c(OC1)cc1c(-c3c(cc(OC)c(OC)c3OC)C[C@@](O)(C)[C@H](C1)C)c2OC,-4.5693183
O1c2c(C=CC1=O)cccc2,-4.0350132
Oc1cc(ccc1O)C(O)CNC,-6.0188646
Fc1c2N(C=C(C(O)=O)C(=O)c2cc(F)c1N1CCN(CC1)C)CCF,-4.8099742
Fc1cc2c(cc1)[C@H](C(C)C)[C@](OC(=O)COC)(CC2)CCN(CCCc1[nH]c2c(n1)cccc2)C,-4.98
s1cc(nc1N)/C(=N\OC)/C(=O)N[C@H]1[C@H]2SCC(CSC3=NC(=O)C(=O)NN3C)=C(N2C1=O)C(O)=O,-6.604713
S1[C@@H]2N([C@H](C(O)=O)C1(C)C)C(=O)[C@@H]2NC(=O)Cc1ccccc1,-5.8697934
Br\C=C\C1=CN([C@H]2O[C@@H](CO)[C@H](O)[C@H]2O)C(=O)NC1=O,-5.3989701
OC(=O)[C@@H](N)CCC(=O)N,-6.0702906
Fc1ccc(cc1)C(=O)Nc1cc2c([nH]cc2C2CCN(CC2)C)cc1,-5.3211966
F[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)COC4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,-6.3982739
O1[C@@](O)(CO)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1CO,-6.5364394
O=C1N(N=NN1CC)CCN1CCC(N(C(=O)CC)c2ccccc2)(CC1)COC,-3.8
[nH]1c2cc(ccc2nc1-c1ncccc1)C(N)=N,-6.4579659
OC(=O)[C@@H](N)C,-5.4201083
s1cc(nc1\N=C(\N)/N)CSCCN\C(=N\C)\NC#N,-5.6587887
OC(=O)CN(C(=O)CN)C,-4.9000001
O=C1N=C(Nc2n(cnc12)COCCOC(=O)[C@@H](N)C(C)C)N,-5.6791363
s1c2cc(ccc2cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC1CCN(CC1)CC1CCOCC1)C,-5.2912149
O1CC2=C(C=C3N(Cc4c3nc3c(c4)c(N(O)O)ccc3)C2=O)[C@@](O)(CC)C1=O,-5.1985431
O(CC(O)CNC(C)C)c1ccc(NC=O)cc1,-5.4279842
O(CC(O)CNC(C)C)c1ccc(NC(=O)CC)cc1,-5.2198415
S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)c1c(noc1C)-c1ccccc1,-4.8797116
O=C1N[C@@H](CCCCN)C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H]1Cc1c2c([nH]c1)cccc2,-6.2209244
O=C1N(C)[C@@H](Cc2ccccc2)C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](Cc2c3c([nH]c2)cccc3)C(=O)N[C@@H](CCCCN)C(=O)N[C@H]1[C@H](O)C,-6.3005152
O=C1N(C)[C@H](Cc2c3c([nH]c2)cccc3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2[C@@H](CCC2)C(=O)N[C@H]1Cc1ccccc1,-6.3989701
O=C1N(C)[C@@H](CCCCN)C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H]1Cc1c2c([nH]c1)cccc2,-6.7423639
O=C(N[C@@H](Cc1ccccc1)C(=O)N)C,-5.10009
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)N)C,-5.6994848
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)N([C@@H](Cc1ccccc1)C(=O)N)C)C,-5.3484769
O=C(N[C@@H](Cc1ccccc1)C(=O)N([C@H](Cc1ccccc1)C(=O)N([C@@H](Cc1ccccc1)C(=O)N)C)C)C,-4.9229274
O=C(N([C@@H](Cc1ccccc1)C(=O)N([C@H](Cc1ccccc1)C(=O)N([C@@H](Cc1ccccc1)C(=O)N)C)C)C)C,-4.6937804
O=C(N([C@@H](Cc1ccccc1)C(=O)N([C@H](Cc1ccccc1)C(=O)N([C@@H](Cc1ccccc1)C(=O)NC)C)C)C)C,-4.4948897
S(=O)(=O)(N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCC1CCN(CC1)C(N)=N)C,-6.5611248
O(CC)C(=O)NC(=N)c1cc2[nH]c(nc2cc1)Cc1[nH]c2c(n1)cccc2,-6.152451
Fc1cc(N2CC(OC2=O)CNC(=O)C)cc(F)c1-c1ccncc1,-4.29
Fc1cc(N2C[C@@H](OC2=O)CNC(=O)C)ccc1N1CCOCC1,-4.6788902
S=C(NC[C@@H]1OC(=O)N(C1)c1cc(F)c(N2CCCS(=O)CC2)cc1)C,-5.3386211
S=C(NC[C@@H]1OC(=O)N(C1)c1cc(F)c(N2CCN(CC2)C=O)cc1)CC,-4.4579659
S=C(NC[C@@H]1OC(=O)N(C1)c1cc(F)c(N2CCN(CC2)C(=O)CO)cc1)C1CC1,-4.4308991
S=C(NC[C@@H]1OC(=O)N(C1)c1cc(F)c(N2CCN(CC2)C(=O)CO)cc1)CC,-4.7423639
Fc1cc(N2C[C@@H](OC2=O)CNC(=O)C)ccc1-c1ccc(nc1)C#N,-4.3783755
S=C(NC[C@@H]1OC(=O)N(C1)c1cc(F)c(N2CCCS(=O)(=O)CC2)cc1)C,-4.6391363
s1c(nnc1CC\C(=N/O)\C)-c1ccc(N2C[C@@H](OC2=O)CNC(=O)C)cc1F,-5.250906
S=C(NC[C@@H]1OC(=O)N(C1)c1cc(F)c(cc1)C1CCS(=O)(=O)CC1)N,-5.8880281
Clc1cc(ccc1Cl)[C@]1(CCN(C1)C(=O)c1cc(OC)c(OC)c(OC)c1)CCN1CCC(CC1)(C(=O)N)c1ccccc1,-5.4105153
Clc1cc(ccc1Cl)[C@]1(CCN(C1)C(=O)c1cc(OC)c(OC)c(OC)c1)CCN1CCC(CC1)(C(=O)N1CCOCC1)c1ccccc1,-5.0814137
Fc1c(cccc1F)C(C(=O)NC)c1cc2n(C(C)C)c(nc2cc1)N,-5
FC(F)(C(=O)C(NC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC(=O)c1ccc(cc1)C(=O)N1CCOCC1)C(C)C)C(C)C)C(F)(F)F,-5.098455
S(=O)(=O)(n1c2cc(ccc2nc1N)C(C(=O)N)c1cc(F)ccc1F)NC(C)C,-4.5388007
FC(F)(C(=O)C(NC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC(=O)N1CCOCC1)C(C)C)C(C)C)C(F)(F)F,-4.5178499
Fc1ccccc1C(C(=O)NC)c1cc2n(C3CCCC3)c(nc2cc1)N,-4.9074507
s1c[n+](Cc2cnc(nc2N)C)c(C)c1CCO,-5.2685814
SCC(=O)NCCCCCC(=O)Nc1c2ncccc2ccc1,-4.8496218
O1c2c(OC1)c(OC)cc(C(OC)=O)c2-c1c2OCOc2c(OC)cc1CO,-4.7979398
FC1=CN([C@H]2O[C@@H](COC(=O)C(N)Cc3ccccc3)[C@H](O)C2)C(=O)NC1=O,-5.3891382
FC1=CN([C@H]2O[C@@H](COC(=O)C(N)C(CC)C)[C@H](O)C2)C(=O)NC1=O,-5.5908804
FC1=CN([C@H]2O[C@@H](COC(=O)C(NC(=O)C(N)C(C)C)Cc3ccccc3)[C@H](O)C2)C(=O)NC1=O,-6.080461
FC1=CN([C@H]2O[C@@H](COC(=O)CNC(=O)C(N)CC(C)C)[C@H](O)C2)C(=O)NC1=O,-5.4206805
Oc1cc(ccc1O)CC(O)C(O)=O,-5.9118199
Oc1c(\C=C\c2cc(O)c(O)cc2)c(ccc1O)\C=C\C(OC(Cc1cc(O)c(O)cc1)C(O)=O)=O,-7.2277412
Oc1c(CC(O)=O)c(ccc1O)\C=C\C(OC(Cc1cc(O)c(O)cc1)C(O)=O)=O,-7.1795707
O1c2c(C(C(O)=O)C1c1cc(O)c(O)cc1)c(ccc2O)\C=C\C(OC(Cc1cc(O)c(O)cc1)C(O)=O)=O,-7.0891552
Oc1cc(C)c(C[C@H](NC(=O)C(N)CCCCCC)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](Cc2c3c([nH]c2)cccc3)C(=O)N[C@@H](Cc2ccccc2)C(=O)N)c(c1)C,-6.2223768
O1c2c(ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2C\C=C(\C)/C)C(=O)C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)=C1c1ccc(OC)cc1,-6.4910722
O1c2c(C(=O)C(O[C@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3OC[C@H](O)[C@@H](O)[C@@H]3O)=C1c1ccc(OC)cc1)c(O)cc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2C\C=C(\C)/C,-6.5595455
O1c2c(C(=O)C(O[C@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)=C1c1ccc(OC)cc1)c(O)cc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2C\C=C(\C)/C,-6.2292061
O1c2c(C(=O)C(O[C@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)=C1c1ccc(OC)cc1)c(O)cc(O)c2C\C=C(\C)/C,-5.8378239
O1c2cc(O)ccc2C=CC1=O,-4.5710139
O1c2cc(OC)c(cc2C=CC1=O)[C@@H](OC(=O)\C(=C/C)\C)[C@H](O)C(O)(C)C,-4.8123703
O1c2cc(OC)c(cc2C=CC1=O)[C@H](O)[C@H](OC(=O)\C(=C/C)\C)C(O)(C)C,-4.8499289
OC(\C=C\C#C\C=C/C)CCCCCC(=O)C,-4.3099017
O=C(CCCCC\C=C/CC#C\C=C/C)C,-5
O=C(CCCCC\C=C/CC#CC#C)C,-4.492425
O=C(NCC(C)C)\C=C\CCCCC#CC#C,-3.8599999
O=C(NO)\C=C\c1cc2nc(n(c2cc1)CCN1CCCC1)CCc1ccccc1,-5.5207167
S(=O)(=O)(N(Cc1cc(-n2cccc2)ccc1)C1Cc2cc(ccc2N(C1)Cc1n(cnc1)C)C#N)c1ncccc1,-5.6391363
S(=O)(=O)(N(Cc1ncccc1)C1Cc2cc(ccc2N(C1)Cc1n(cnc1)C)C#N)c1ncccc1,-5.7979398
S(=O)(=O)(N(CC1CCN(CC1)C(OCC)=O)C1Cc2cc(ccc2N(C1)Cc1n(cnc1)C)C#N)c1ncccc1,-5.5875134
s1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN1CCOCC1)cccc2,-5.0478787
O1CCN(CC1)CCCNC(=O)[C@H](NC(=O)C1(NC(=O)c2ccc(cc2)-c2ccccc2)CCCC1)Cc1ccccc1,-4.7399998
o1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCCN1CCOCC1)cccc2,-5.2209244
